Country,Year,Fossil fuels,Nuclear,Renewable sources,Total
Iceland,2020,3,0,19127,19130
Ireland,1971,5838,0,466,6304
Ireland,1972,6207,0,682,6889
Ireland,1973,6704,0,644,7348
Ireland,1974,6845,0,786,7631
Ireland,1975,7000,0,521,7521
Ireland,1976,7714,0,594,8308
Ireland,1977,8272,0,749,9021
Ireland,1978,8948,0,698,9646
Ireland,1979,9814,0,826,10640
Ireland,1980,9728,0,838,10566
Ireland,1981,9667,0,862,10529
Ireland,1982,9728,0,802,10530
Ireland,1983,10000,0,784,10784
Ireland,1984,10548,0,688,11236
Ireland,1985,10908,0,833,11741
Ireland,1986,11388,0,919,12307
Ireland,1987,11948,0,681,12629
Ireland,1988,12023,0,872,12895
Ireland,1989,12842,0,692,13534
Ireland,1990,13532,0,697,14229
Ireland,1991,14184,0,746,14930
Ireland,1992,14958,0,822,15780
Ireland,1993,15369,0,780,16149
Ireland,1994,15889,0,939,16828
Ireland,1995,16875,0,729,17604
Ireland,1996,18157,0,763,18920
Ireland,1997,18880,0,809,19689
Ireland,1998,19708,0,1170,20878
Ireland,1999,20641,0,1125,21766
Ireland,2000,22488,0,1186,23674
Ireland,2001,23605,0,1027,24632
Ireland,2002,23461,0,1382,24843
Ireland,2003,23723,0,1138,24861
Ireland,2004,23821,0,1394,25215
Ireland,2005,23753,0,1873,25626
Ireland,2006,24641,0,2475,27116
Ireland,2007,25556,0,2802,28358
Ireland,2008,26320,0,3595,29916
Ireland,2009,23849,0,4118,27967
Ireland,2010,24448,0,3729,28176
Ireland,2011,21740,0,5424,27164
Ireland,2012,21837,0,5256,27143
Ireland,2013,19883,0,5628,25576
Ireland,2014,19346,0,6392,25808
Ireland,2015,20167,0,7861,28103
Ireland,2016,22635,0,7513,30221
Ireland,2017,21631,0,8882,30672
Ireland,2018,20396,0,10199,30896
Ireland,2019,18621,0,11780,30696
Ireland,2020,18267,0,13442,32008
Israel,1971,7639,0,0,7639
Israel,1972,8478,0,0,8478
Israel,1973,8720,0,0,8720
Israel,1974,9158,0,0,9158
Israel,1975,9712,0,0,9712
Israel,1976,10361,0,0,10361
Israel,1977,11108,0,0,11108
Israel,1978,11874,0,0,11874
Israel,1979,12436,0,0,12436
Israel,1980,12404,0,0,12404
Israel,1981,12975,0,2,12977
Israel,1982,13639,0,2,13641
Israel,1983,14354,0,1,14355
Israel,1984,14663,0,2,14665
Israel,1985,15430,0,2,15432
Israel,1986,16028,0,6,16034
Israel,1987,17667,0,10,17677
Israel,1988,19342,0,10,19352
Israel,1989,20450,0,3,20453
Israel,1990,20895,0,3,20898
Israel,1991,21508,0,6,21514
Israel,1992,25115,0,29,25144
Israel,1993,25989,0,26,26015
Israel,1994,28401,0,23,28424
Israel,1995,30400,0,25,30425
Israel,1996,32507,0,24,32531
Israel,1997,35075,0,25,35100
Israel,1998,37930,0,25,37955
Israel,1999,39182,0,33,39215
Israel,2000,42630,0,31,42661
Israel,2001,43931,0,20,43951
Israel,2002,45468,0,32,45500
Israel,2003,46998,0,43,47041
Israel,2004,47240,0,39,47279
Israel,2005,48563,0,39,48602
Israel,2006,50533,0,25,50558
Israel,2007,53768,0,24,53792
Israel,2008,56750,0,32,57002
Israel,2009,54641,0,99,55008
Israel,2010,58389,0,171,58592
Israel,2011,59298,0,300,59678
Israel,2012,62519,0,484,63003
Israel,2013,60751,0,571,61322
Israel,2014,59892,0,921,60813
Israel,2015,63012,0,1214,64226
Israel,2016,65318,0,1658,66976
Israel,2017,65742,0,1691,67674
Israel,2018,66978,0,1757,68894
Israel,2019,68796,0,3478,72524
Israel,2020,68299,0,4294,72843
Italy,1971,77267,3365,43288,123920
Italy,1972,85113,3626,45155,133894
Italy,1973,99406,3142,41368,143916
Italy,1974,101902,3410,42042,147354
Italy,1975,96971,3800,45007,145778
Italy,1976,114988,3807,42988,161783
Italy,1977,106704,3385,54869,164958
Italy,1978,119389,4428,49302,173119
Italy,1979,126599,2628,49772,178999
Italy,1980,132062,2208,49204,183474
Italy,1981,129744,2707,46503,178954
Italy,1982,130039,6804,44983,181826
Italy,1983,129488,5783,44838,180109
Italy,1984,126876,6887,45873,179636
Italy,1985,130909,7024,44304,182237
Italy,1986,135358,8758,44779,188895
Italy,1987,154708,174,43410,198292
Italy,1988,156019,0,44671,200690
Italy,1989,169722,0,37258,207115
Italy,1990,178190,0,34905,213147
Italy,1991,172802,0,45539,218449
Italy,1992,176501,0,45767,222668
Italy,1993,174077,0,45223,219745
Italy,1994,180060,0,48240,228740
Italy,1995,195366,0,41458,237364
Italy,1996,192602,0,46223,239398
Italy,1997,199374,0,46206,246524
Italy,1998,206015,0,46476,253655
Italy,1999,206587,0,51315,259255
Italy,2000,217762,0,50879,269941
Italy,2001,215971,0,54347,271893
Italy,2002,227646,0,48316,277533
Italy,2003,237404,0,46866,286278
Italy,2004,239540,0,53871,295778
Italy,2005,245805,0,48440,296841
Italy,2006,254392,0,50636,307692
Italy,2007,257790,0,47716,308223
Italy,2008,252749,0,58163,313528
Italy,2009,216705,0,69255,288335
Italy,2010,218886,0,76965,298773
Italy,2011,214572,0,82963,300648
Italy,2012,202058,0,92222,297298
Italy,2013,172850,0,112010,287906
Italy,2014,154324,0,120679,278116
Italy,2015,169632,0,108905,281560
Italy,2016,176682,0,108023,287943
Italy,2017,186972,0,103898,294004
Italy,2018,170522,0,114415,287992
Italy,2019,173093,0,115847,292018
Italy,2020,160484,0,116053,279595
Japan,1971,290700,8000,84200,382900
Japan,1972,331100,9500,85100,425700
Japan,1973,388633,9707,67047,465387
Japan,1974,354497,19699,82780,456976
Japan,1975,364515,25125,83506,473146
Japan,1976,389123,34079,83790,506992
Japan,1977,424444,31659,73268,529371
Japan,1978,427812,59313,70647,557772
Japan,1979,433304,70393,81643,585340
Japan,1980,400748,82591,89192,572531
Japan,1981,403966,87820,88490,580276
Japan,1982,384451,102430,91498,578714
Japan,1983,404390,114291,95304,614392
Japan,1984,424874,134264,83711,643359
Japan,1985,411237,159578,95574,666941
Japan,1986,407518,168304,94620,671104
Japan,1987,434993,187758,89598,713011
Japan,1988,462417,178659,106278,748135
Japan,1989,501195,182869,108789,793685
Japan,1990,541940,202272,97806,861542
Japan,1991,547584,213460,105256,886501
Japan,1992,559049,223259,91276,893584
Japan,1993,525071,249256,103495,897985
Japan,1994,590721,269127,75331,956656
Japan,1995,571311,291254,91097,976636
Japan,1996,582735,302201,88539,996999
Japan,1997,578586,319177,98669,1019478
Japan,1998,564000,332343,100570,1016495
Japan,1999,602502,316616,96500,1035863
Japan,2000,615924,322050,96981,1055047
Japan,2001,603394,319859,94087,1037514
Japan,2002,647505,295095,94309,1057135
Japan,2003,678933,240013,109408,1049482
Japan,2004,666750,282442,109122,1078743
Japan,2005,676969,304755,96788,1099417
Japan,2006,669788,303426,109029,1103916
Japan,2007,750392,263832,95474,1131455
Japan,2008,722976,258128,98525,1101938
Japan,2009,680158,279750,100137,1085221
Japan,2010,740333,288230,106460,1164017
Japan,2011,862466,101761,109836,1103943
Japan,2012,941855,15939,103665,1091795
Japan,2013,943448,9303,114477,1098652
Japan,2014,912158,0,129698,1072572
Japan,2015,868911,9437,146098,1054505
Japan,2016,858194,18060,151522,1064687
Japan,2017,835131,32912,168024,1073666
Japan,2018,784148,64929,175130,1061085
Japan,2019,750830,63779,186258,1037318
Japan,2020,750746,38752,194877,1023380
Korea,1971,9220,0,1320,10540
Korea,1972,10472,0,1367,11839
Korea,1973,13541,0,1284,14825
Korea,1974,14929,0,1906,16835
Korea,1975,18437,0,1683,20120
Korea,1976,21328,0,1789,23117
Korea,1977,25123,71,1393,26587
Korea,1978,27378,2324,1808,31510
Korea,1979,30120,3152,2328,35600
Korea,1980,31778,3477,1984,37239
Korea,1981,34601,2897,2709,40207
Korea,1982,37340,3777,2005,43122
Korea,1983,37162,8965,2723,48850
Korea,1984,39617,11792,2399,53808
Korea,1985,37603,16745,3659,58007
Korea,1986,31565,28311,4019,63895
Korea,1987,28034,39314,5344,72692
Korea,1988,40595,40101,3566,84262
Korea,1989,41742,47365,4588,93695
Korea,1990,46122,52887,6362,105371
Korea,1991,53457,56311,3487,113255
Korea,1992,64775,56530,3099,124404
Korea,1993,80667,58138,4230,143035
Korea,1994,100764,58651,2349,161764
Korea,1995,111098,67029,3012,181139
Korea,1996,125851,73924,2830,202605
Korea,1997,142132,77086,2895,222114
Korea,1998,122036,89689,4343,216069
Korea,1999,128265,103064,4257,235596
Korea,2000,175437,108964,4111,288526
Korea,2001,192724,112133,4258,309137
Korea,2002,207215,119103,3434,329804
Korea,2003,208337,129672,5123,343191
Korea,2004,231142,130715,4631,366612
Korea,2005,236937,146779,4052,387874
Korea,2006,249362,148749,4018,402270
Korea,2007,278246,142937,4557,425905
Korea,2008,288444,150958,4376,443936
Korea,2009,298953,147771,4687,451676
Korea,2010,341395,148596,6186,496718
Korea,2011,356866,154723,7479,520053
Korea,2012,372452,150327,7093,530935
Korea,2013,389095,138784,8783,537891
Korea,2014,379353,156407,8553,545866
Korea,2015,371960,164762,10642,549047
Korea,2016,379015,161995,15884,558816
Korea,2017,393251,148427,18621,562693
Korea,2018,426856,133505,23026,586200
Korea,2019,401468,145910,27406,578034
Korea,2020,384375,160184,33875,583058
Latvia,1971,0,0,0,0
Latvia,1972,0,0,0,0
Latvia,1973,0,0,0,0
Latvia,1974,0,0,0,0
Latvia,1975,0,0,0,0
Latvia,1976,0,0,0,0
Latvia,1977,0,0,0,0
Latvia,1978,0,0,0,0
Latvia,1979,0,0,0,0
Latvia,1980,0,0,0,0
Latvia,1981,0,0,0,0
Latvia,1982,0,0,0,0
Latvia,1983,0,0,0,0
Latvia,1984,0,0,0,0
Latvia,1985,0,0,0,0
Latvia,1986,0,0,0,0
Latvia,1987,0,0,0,0
Latvia,1988,0,0,0,0
Latvia,1989,0,0,0,0
Latvia,1990,2152,0,4496,6648
Latvia,1991,2369,0,3275,5644
Latvia,1992,1313,0,2521,3834
Latvia,1993,1048,0,2876,3924
Latvia,1994,1135,0,3305,4440
Latvia,1995,1042,0,2937,3979
Latvia,1996,1265,0,1861,3126
Latvia,1997,1551,0,2955,4506
Latvia,1998,1479,0,4318,5797
Latvia,1999,1350,0,2759,4110
Latvia,2000,1313,0,2823,4136
Latvia,2001,1441,0,2839,4280
Latvia,2002,1490,0,2485,3975
Latvia,2003,1637,0,2338,3975
Latvia,2004,1493,0,3196,4689
Latvia,2005,1492,0,3414,4906
Latvia,2006,2105,0,2786,4891
Latvia,2007,1943,0,2828,4771
Latvia,2008,2062,0,3212,5274
Latvia,2009,2013,0,3556,5569
Latvia,2010,2992,0,3636,6628
Latvia,2011,3017,0,3077,6094
Latvia,2012,2058,0,4109,6167
Latvia,2013,2675,0,3534,6209
Latvia,2014,2337,0,2802,5139
Latvia,2015,2757,0,2777,5534
Latvia,2016,2944,0,3481,6425
Latvia,2017,2069,0,5462,7531
Latvia,2018,3226,0,3499,6725
Latvia,2019,3246,0,3192,6438
Latvia,2020,2075,0,3650,5725
Lithuania,1971,0,0,0,0
Lithuania,1972,0,0,0,0
Lithuania,1973,0,0,0,0
Lithuania,1974,0,0,0,0
Lithuania,1975,0,0,0,0
Lithuania,1976,0,0,0,0
Lithuania,1977,0,0,0,0
Lithuania,1978,0,0,0,0
Lithuania,1979,0,0,0,0
Lithuania,1980,0,0,0,0
Lithuania,1981,0,0,0,0
Lithuania,1982,0,0,0,0
Lithuania,1983,0,0,0,0
Lithuania,1984,0,0,0,0
Lithuania,1985,0,0,0,0
Lithuania,1986,0,0,0,0
Lithuania,1987,0,0,0,0
Lithuania,1988,0,0,0,0
Lithuania,1989,0,0,0,0
Lithuania,1990,10920,17033,414,28405
Lithuania,1991,11991,17000,338,29363
Lithuania,1992,3582,14638,311,18548
Lithuania,1993,1264,12260,393,13934
Lithuania,1994,1575,7706,452,9755
Lithuania,1995,1296,11822,373,13520
Lithuania,1996,1939,13942,326,16241
Lithuania,1997,2024,12024,296,14388
Lithuania,1998,3130,13554,417,17153
Lithuania,1999,2752,9862,415,13089
Lithuania,2000,2271,8419,340,11121
Lithuania,2001,2604,11362,328,14362
Lithuania,2002,2656,14142,358,17294
Lithuania,2003,2845,15484,332,18828
Lithuania,2004,3052,15102,428,18752
Lithuania,2005,3418,10337,460,14415
Lithuania,2006,2794,8651,435,12077
Lithuania,2007,2825,9833,581,13470
Lithuania,2008,2593,9894,602,13327
Lithuania,2009,2836,10852,684,14643
Lithuania,2010,3833,0,911,4994
Lithuania,2011,2877,0,1112,4246
Lithuania,2012,3119,0,1183,4529
Lithuania,2013,2425,0,1526,4214
Lithuania,2014,1911,0,1511,3708
Lithuania,2015,2254,0,1678,4258
Lithuania,2016,1207,0,2095,3676
Lithuania,2017,737,0,2538,3608
Lithuania,2018,462,0,2205,2983
Lithuania,2019,592,0,2469,3369
Lithuania,2020,1821,0,2575,4738
Luxembourg,1971,1278,0,55,1333
Luxembourg,1972,1303,0,65,1368
Luxembourg,1973,1347,0,47,1394
Luxembourg,1974,1159,0,83,1242
Luxembourg,1975,983,0,71,1054
Luxembourg,1976,1050,0,46,1096
Luxembourg,1977,1030,0,94,1136
Luxembourg,1978,1031,0,94,1139
Luxembourg,1979,976,0,107,1098
Luxembourg,1980,790,0,113,918
Luxembourg,1981,585,0,126,728
Luxembourg,1982,412,0,113,542
Luxembourg,1983,344,0,109,470
Luxembourg,1984,409,0,111,538
Luxembourg,1985,397,0,105,519
Luxembourg,1986,454,0,117,588
Luxembourg,1987,423,0,133,578
Luxembourg,1988,460,0,133,616
Luxembourg,1989,509,0,104,632
Luxembourg,1990,520,0,83,624
Luxembourg,1991,579,0,98,701
Luxembourg,1992,558,0,82,660
Luxembourg,1993,564,0,82,671
Luxembourg,1994,450,0,101,577
Luxembourg,1995,346,0,107,487
Luxembourg,1996,338,0,75,440
Luxembourg,1997,274,0,103,406
Luxembourg,1998,195,0,143,366
Luxembourg,1999,204,0,122,360
Luxembourg,2000,215,0,171,419
Luxembourg,2001,667,0,168,868
Luxembourg,2002,2624,0,151,2810
Luxembourg,2003,2620,0,141,2790
Luxembourg,2004,3153,0,195,3382
Luxembourg,2005,3107,0,209,3345
Luxembourg,2006,3247,0,246,3528
Luxembourg,2007,2895,0,265,3200
Luxembourg,2008,2402,0,282,2724
Luxembourg,2009,2843,0,268,3152
Luxembourg,2010,2917,0,268,3231
Luxembourg,2011,2341,0,246,2649
Luxembourg,2012,2388,0,308,2756
Luxembourg,2013,1421,0,370,1850
Luxembourg,2014,1451,0,398,1904
Luxembourg,2015,838,0,431,1335
Luxembourg,2016,258,0,457,785
Luxembourg,2017,221,0,600,899
Luxembourg,2018,195,0,684,957
Luxembourg,2019,192,0,796,1066
Luxembourg,2020,175,0,981,1228
Mexico,1971,16658,0,14381,31039
Mexico,1972,19008,0,15352,34360
Mexico,1973,20750,0,16350,37100
Mexico,1974,23812,0,17172,40984
Mexico,1975,28274,0,15650,43924
Mexico,1976,29746,0,17778,47524
Mexico,1977,32475,0,19784,52259
Mexico,1978,40140,0,16850,56990
Mexico,1979,43082,0,19003,62085
Mexico,1980,49161,0,17801,66962
Mexico,1981,47595,0,25562,73157
Mexico,1982,55870,0,24178,80048
Mexico,1983,59789,0,22088,81877
Mexico,1984,61912,0,25018,86930
Mexico,1985,65111,0,27878,92989
Mexico,1986,73724,0,23410,97134
Mexico,1987,81245,0,22757,104002
Mexico,1988,84381,0,25481,109862
Mexico,1989,88325,372,29008,117705
Mexico,1990,84296,2937,28604,115837
Mexico,1991,95543,4242,28785,128570
Mexico,1992,94858,3919,34087,132864
Mexico,1993,96286,4931,34456,135673
Mexico,1994,114905,4239,27987,147131
Mexico,1995,107798,8443,36007,152248
Mexico,1996,110919,7878,38894,157691
Mexico,1997,123610,10456,33427,167493
Mexico,1998,140978,9265,32061,182304
Mexico,1999,141468,10002,40040,191510
Mexico,2000,156722,8221,40732,205675
Mexico,2001,168658,8726,36604,213988
Mexico,2002,175619,9747,32855,218221
Mexico,2003,197072,10502,28643,236217
Mexico,2004,194062,9194,34327,237583
Mexico,2005,201853,10805,38110,250768
Mexico,2006,207404,10866,39532,257802
Mexico,2007,217473,10421,37377,265271
Mexico,2008,212265,9804,47246,269315
Mexico,2009,222541,10501,34667,267753
Mexico,2010,223863,5879,45748,275538
Mexico,2011,247488,10089,45075,302749
Mexico,2012,255831,8770,42361,307228
Mexico,2013,245841,11800,39543,297326
Mexico,2014,238849,9677,52893,301496
Mexico,2015,251636,11577,47471,310712
Mexico,2016,260776,10567,49149,320564
Mexico,2017,259562,10883,51500,322062
Mexico,2018,277315,13675,54413,357593
Mexico,2019,264503,11190,55108,344176
Mexico,2020,260997,10864,66879,343488
Netherlands,1971,44499,405,0,44904
Netherlands,1972,49225,326,0,49551
Netherlands,1973,51519,1108,0,52627
Netherlands,1974,51484,3277,0,54761
Netherlands,1975,50120,3335,803,54258
Netherlands,1976,53393,3872,872,58137
Netherlands,1977,53709,3710,867,58286
Netherlands,1978,56325,4060,1211,61596
Netherlands,1979,59869,3489,1106,64464
Netherlands,1980,59582,4200,1024,64806
Netherlands,1981,59310,3658,1085,64053
Netherlands,1982,56150,3897,265,60312
Netherlands,1983,55830,3589,231,59650
Netherlands,1984,59050,3711,17,62778
Netherlands,1985,58604,3899,444,62947
Netherlands,1986,62385,4216,557,67158
Netherlands,1987,64158,3556,705,68419
Netherlands,1988,65083,3675,853,69611
Netherlands,1989,68071,4019,960,73050
Netherlands,1990,67092,3502,807,71968
Netherlands,1991,69561,3329,935,74384
Netherlands,1992,71833,3800,995,77257
Netherlands,1993,71395,3948,1107,77159
Netherlands,1994,73879,3967,1258,79867
Netherlands,1995,74847,4018,1405,81156
Netherlands,1996,78352,4160,1816,85423
Netherlands,1997,80846,2408,2015,86522
Netherlands,1998,83654,3814,2328,91115
Netherlands,1999,79004,3832,2507,86720
Netherlands,2000,81277,3926,2971,89630
Netherlands,2001,84938,3976,3302,93663
Netherlands,2002,86631,3915,3975,95982
Netherlands,2003,87255,4018,3962,96818
Netherlands,2004,90553,3822,5307,101214
Netherlands,2005,86789,3997,7447,99923
Netherlands,2006,85745,3469,8050,98832
Netherlands,2007,91695,4200,7583,105164
Netherlands,2008,92238,4169,9531,107552
Netherlands,2009,96966,4248,10835,113689
Netherlands,2010,102386,3969,11197,119269
Netherlands,2011,95619,4141,12320,113961
Netherlands,2012,84936,3915,12481,103235
Netherlands,2013,84812,2891,12106,101630
Netherlands,2014,85848,4091,11648,103357
Netherlands,2015,89380,4078,13672,110231
Netherlands,2016,93338,3960,14777,115168
Netherlands,2017,93080,3402,17437,117219
Netherlands,2018,89082,3515,18902,114103
Netherlands,2019,91960,3910,22732,121062
Netherlands,2020,83816,4087,32153,122479
New Zealand,1971,1105,0,14373,15478
New Zealand,1972,2081,0,15532,17613
New Zealand,1973,2972,0,15559,18531
New Zealand,1974,3049,0,15779,18828
New Zealand,1975,2086,0,18478,20564
New Zealand,1976,4956,0,16500,21456
New Zealand,1977,5741,0,16090,21831
New Zealand,1978,4486,0,17738,22224
New Zealand,1979,1990,0,20092,22082
New Zealand,1980,2171,0,20425,22596
New Zealand,1981,2486,0,20988,23474
New Zealand,1982,5484,0,19486,24970
New Zealand,1983,4762,0,21731,26493
New Zealand,1984,5719,0,21720,27439
New Zealand,1985,6488,0,21236,27724
New Zealand,1986,5224,0,23352,28576
New Zealand,1987,5440,0,23681,29121
New Zealand,1988,5071,0,24819,29890
New Zealand,1989,6861,0,24497,31358
New Zealand,1990,6383,0,25814,32264
New Zealand,1991,7528,0,25702,33297
New Zealand,1992,8954,0,23877,32898
New Zealand,1993,7808,0,26400,34275
New Zealand,1994,6188,0,28596,34852
New Zealand,1995,5756,0,30239,36061
New Zealand,1996,7569,0,28837,36473
New Zealand,1997,11032,0,26010,37109
New Zealand,1998,9092,0,28451,37611
New Zealand,1999,11458,0,26294,37818
New Zealand,2000,11118,0,28062,39247
New Zealand,2001,14370,0,25151,39571
New Zealand,2002,12300,0,28228,40628
New Zealand,2003,13765,0,26901,40757
New Zealand,2004,11747,0,30840,42675
New Zealand,2005,15208,0,27598,42887
New Zealand,2006,15249,0,28114,43440
New Zealand,2007,15052,0,28688,43796
New Zealand,2008,15597,0,28175,43832
New Zealand,2009,12233,0,31157,43448
New Zealand,2010,11970,0,32859,44890
New Zealand,2011,10566,0,33913,44528
New Zealand,2012,12437,0,31911,44386
New Zealand,2013,11107,0,32328,43483
New Zealand,2014,9033,0,34595,43678
New Zealand,2015,8755,0,35570,44377
New Zealand,2016,6835,0,36937,43826
New Zealand,2017,8296,0,35977,44323
New Zealand,2018,7328,0,37031,44412
New Zealand,2019,8150,0,36613,44811
New Zealand,2020,8679,0,36428,45169
Norway,1971,283,0,63245,63528
Norway,1972,175,0,67417,67592
Norway,1973,162,0,72867,73029
Norway,1974,56,0,76597,76653
Norway,1975,71,0,77330,77401
Norway,1976,96,0,81933,82029
Norway,1977,229,0,72022,72251
Norway,1978,133,0,80706,80839
Norway,1979,146,0,88698,88844
Norway,1980,137,0,83613,83750
Norway,1981,127,0,92834,92961
Norway,1982,268,0,92499,92767
Norway,1983,321,0,105688,106009
Norway,1984,327,0,105903,106230
Norway,1985,337,0,102388,102729
Norway,1986,413,0,96227,96666
Norway,1987,488,0,103294,103803
Norway,1988,421,0,108884,109332
Norway,1989,442,0,118429,118899
Norway,1990,88,0,121358,121611
Norway,1991,94,0,110343,110563
Norway,1992,94,0,116898,117112
Norway,1993,99,0,119483,119718
Norway,1994,253,0,111922,112323
Norway,1995,273,0,121829,122242
Norway,1996,371,0,104174,104698
Norway,1997,324,0,110027,110494
Norway,1998,308,0,115984,116431
Norway,1999,373,0,121750,122287
Norway,2000,292,0,142105,142511
Norway,2001,343,0,120745,121327
Norway,2002,353,0,129697,130240
Norway,2003,460,0,106028,106669
Norway,2004,508,0,109392,110107
Norway,2005,530,0,136520,137245
Norway,2006,637,0,120393,121222
Norway,2007,936,0,134934,136112
Norway,2008,606,0,140354,141197
Norway,2009,4362,0,126487,130979
Norway,2010,5031,0,117972,123227
Norway,2011,4226,0,121901,126265
Norway,2012,2835,0,143598,146577
Norway,2013,2638,0,130415,133511
Norway,2014,2787,0,137945,141255
Norway,2015,2773,0,140073,143398
Norway,2016,2776,0,145156,148432
Norway,2017,2735,0,145479,148734
Norway,2018,2794,0,142878,146178
Norway,2019,2560,0,131322,134408
Norway,2020,1713,0,151104,153300
Poland,1971,67799,0,1670,69537
Poland,1972,74270,0,1688,76045
Poland,1973,82157,0,1679,83908
Poland,1974,88823,0,2357,91271
Poland,1975,94460,0,2201,96784
Poland,1976,101698,0,1828,103648
Poland,1977,106567,0,2222,108925
Poland,1978,112790,0,2213,115121
Poland,1979,114657,0,2047,116818
Poland,1980,118183,0,2597,120941
Poland,1981,111601,0,2406,114129
Poland,1982,114603,0,1812,116542
Poland,1983,122052,0,2037,124201
Poland,1984,130945,0,1753,132848
Poland,1985,133274,0,2249,135662
Poland,1986,135984,0,1917,138058
Poland,1987,141454,0,1854,143439
Poland,1988,139959,0,1887,141961
Poland,1989,141476,0,1712,143319
Poland,1990,132740,0,1495,134438
Poland,1991,130865,0,1508,132728
Poland,1992,128756,0,1618,130687
Poland,1993,129926,0,1549,131779
Poland,1994,131204,0,1784,133294
Poland,1995,134790,0,1955,137042
Poland,1996,138859,0,2064,141194
Poland,1997,138369,0,2132,140935
Poland,1998,138208,0,2533,140771
Poland,1999,137619,0,2352,140001
Poland,2000,140765,0,2332,143174
Poland,2001,140863,0,2783,143721
Poland,2002,139579,0,2767,142499
Poland,2003,147729,0,2250,150009
Poland,2004,149036,0,3207,152550
Poland,2005,151167,0,3847,155359
Poland,2006,156115,0,4291,160764
Poland,2007,153062,0,5430,158761
Poland,2008,148017,0,6608,154710
Poland,2009,142383,0,8678,151121
Poland,2010,146073,0,10888,157089
Poland,2011,149845,0,13137,163118
Poland,2012,144721,0,16879,161711
Poland,2013,146810,0,17067,164022
Poland,2014,138473,0,19843,158508
Poland,2015,141467,0,22683,164341
Poland,2016,143066,0,22807,166153
Poland,2017,145494,0,24122,169991
Poland,2018,147442,0,21617,169622
Poland,2019,137018,0,25459,163282
Poland,2020,128109,0,28131,157116
Portugal,1971,1583,0,6313,7896
Portugal,1972,1641,0,7199,8840
Portugal,1973,2267,0,7525,9792
Portugal,1974,2677,0,8008,10685
Portugal,1975,4055,0,6646,10701
Portugal,1976,5029,0,5017,10046
Portugal,1977,3575,0,10200,13775
Portugal,1978,3556,0,11043,14599
Portugal,1979,4644,0,11471,16115
Portugal,1980,6871,0,8335,15206
Portugal,1981,8494,0,5330,13824
Portugal,1982,8083,0,7274,15357
Portugal,1983,9622,0,8431,18053
Portugal,1984,9057,0,10138,19195
Portugal,1985,7569,0,11241,18810
Portugal,1986,11207,0,9120,20327
Portugal,1987,10336,0,9767,20103
Portugal,1988,9534,0,12886,22420
Portugal,1989,19067,0,6482,25549
Portugal,1990,18503,0,9839,28342
Portugal,1991,19881,0,9847,29728
Portugal,1992,24122,0,5501,29623
Portugal,1993,21552,0,9438,30990
Portugal,1994,19695,0,11639,31334
Portugal,1995,23764,0,9380,33144
Portugal,1996,18633,0,15784,34417
Portugal,1997,19906,0,14226,34132
Portugal,1998,24760,0,14147,38907
Portugal,1999,34214,0,8622,42914
Portugal,2000,30247,0,12868,43372
Portugal,2001,30172,0,15741,46168
Portugal,2002,35656,0,9733,45650
Portugal,2003,28540,0,17703,46521
Portugal,2004,32245,0,12314,44828
Portugal,2005,37623,0,8260,46188
Portugal,2006,32548,0,15722,48576
Portugal,2007,30392,0,16218,46895
Portugal,2008,30543,0,14641,45473
Portugal,2009,30893,0,18291,49482
Portugal,2010,25008,0,28353,53691
Portugal,2011,27448,0,24115,51888
Portugal,2012,25947,0,19371,45577
Portugal,2013,20764,0,29471,50534
Portugal,2014,20143,0,31562,51961
Portugal,2015,26601,0,24372,51281
Portugal,2016,26512,0,32311,59142
Portugal,2017,34841,0,22573,57697
Portugal,2018,28740,0,29402,58401
Portugal,2019,24049,0,27406,51729
Portugal,2020,21587,0,30381,52226
Slovak Republic,1971,9389,0,1476,10865
Slovak Republic,1972,10274,3,1546,11823
Slovak Republic,1973,10745,232,1322,12299
Slovak Republic,1974,10177,486,2223,12886
Slovak Republic,1975,11180,187,2002,13369
Slovak Republic,1976,12056,442,2019,14517
Slovak Republic,1977,12785,114,2408,15307
Slovak Republic,1978,13154,19,2259,15432
Slovak Republic,1979,12812,2147,1884,16843
Slovak Republic,1980,13187,4523,2257,19967
Slovak Republic,1981,12606,5133,1966,19705
Slovak Republic,1982,12184,5840,1726,19750
Slovak Republic,1983,11250,6150,1832,19232
Slovak Republic,1984,11153,7239,1555,19947
Slovak Republic,1985,10446,9382,2117,21945
Slovak Republic,1986,10338,11716,1675,23729
Slovak Republic,1987,9677,11513,1932,23122
Slovak Republic,1988,9263,11474,1755,22492
Slovak Republic,1989,9281,12157,1962,23400
Slovak Republic,1990,11581,12036,1880,25497
Slovak Republic,1991,11164,11689,1408,24261
Slovak Republic,1992,10245,11050,1937,23232
Slovak Republic,1993,9089,11486,3467,24044
Slovak Republic,1994,8508,12595,4355,25458
Slovak Republic,1995,10111,11437,4880,26428
Slovak Republic,1996,9978,11249,4227,25454
Slovak Republic,1997,9913,11073,4064,25053
Slovak Republic,1998,10059,11394,4267,25732
Slovak Republic,1999,10483,13117,4474,28105
Slovak Republic,2000,9657,16494,4615,30798
Slovak Republic,2001,9646,17103,5081,31856
Slovak Republic,2002,8813,17953,5420,32212
Slovak Republic,2003,9507,17864,3581,30986
Slovak Republic,2004,9273,17026,4126,30460
Slovak Republic,2005,8905,17727,4676,31352
Slovak Republic,2006,8361,18012,4803,31251
